Job Title,Organisation,Monthly Payment,Contract Type,Category,Closing,Location,Full-Time Equivalent (FTE),Opening
Junior/Graduate Systems Administrator,Maryport Technical Solutions,2291.67,Permanent,Information Technology,11/09/2012 12:00,South East London,,13/06/2012 12:00
SalesLogix or Sage CRM Consultant  top consultancy,Ambis resourcing Partnership,2708.33,Permanent,Information Technology,16/03/2013 15:00,Manchester,,14/02/2013 15:00
Microsoft Qualified Engineer to support Windows,Coyle Personnel,3360,Fixed Term Contract,Information Technology,28/08/2012 0:00,London,,14/08/2012 0:00
"Network Support Engineer (CCNA, TCP/IP, Firewall, ethernet)",Review,2500,Permanent,Information Technology,6/10/2012 0:00,London,,8/07/2012 0:00
Virtualisation Engineers x ****,CBSbutler,3750,Permanent,Information Technology,24/08/2012 0:00,UK,,25/07/2012 0:00
PL/SQL Developer  Financial Software  London To ****k,Parallel Consulting Limited,3208.33,Permanent,Information Technology,10/12/2012 0:00,London,,11/09/2012 0:00
Business  Systems Analyst  ERP  Analyst Programmer,Cooper Lomaz   Bury St Edmunds,1916.67,Permanent,Information Technology,5/05/2013 15:00,Ipswich,,4/02/2013 15:00
SQL Developer / Database Developer (Bedford),Capita Resourcing,3541.67,Permanent,Information Technology,8/06/2012 0:00,Bedford,,9/05/2012 0:00
IT Business Development Executive,1st Place,1958.33,Permanent,Information Technology,3/05/2012 15:00,The City,,4/03/2012 15:00
Senior Software Developer  C/NET/Web/Mobile,SportsDirect,3750,Permanent,Information Technology,2/05/2013 12:00,Mansfield,,3/03/2013 12:00
Embedded Software Engineer; C/C++; Python,CBSbutler,2500,Permanent,Information Technology,16/09/2013 12:00,Petersfield,,18/06/2013 12:00
Project Manager and PMO,Randstad Technologies,3833.33,Permanent,Information Technology,1/03/2014 12:00,Jersey,,31/12/2013 12:00
Mathematics OR Physics Graduates Required,Jam IT Consultancy LTD,2125,Permanent,Information Technology,28/08/2012 0:00,Reading,,29/06/2012 0:00
Infrastructure Engineer  IT Services  London  ****k,CV Screen Ltd,3541.67,Permanent,Information Technology,17/04/2012 0:00,London,,18/01/2012 0:00
Service Engineer  IT Networks,Sprint Engineering Recruitment,1875,Permanent,Information Technology,17/03/2014 0:00,Guildford,,17/12/2013 0:00
"Linux (CentOS), Apache,Systems Administrator, Canary Wharf",Parallel Consulting Limited,3541.67,Permanent,Information Technology,3/11/2012 0:00,The City,,4/10/2012 0:00
Business Systems Analyst Financial Services  Hampshire,Parallel Consulting Limited,3250,Permanent,Information Technology,5/11/2013 15:00,Hampshire,,7/08/2013 15:00
Training Executive,Reflect Recruitment Group,1708.33,Permanent,Information Technology,2/10/2013 12:00,Grantham,,3/08/2013 12:00
Cisco Principal IT Engineer,JAM Recruitment Ltd,6500,Fixed Term Contract,Information Technology,28/03/2013 15:00,The City,,26/02/2013 15:00
SOFTWARE ENGINEER Net C  CONNECTIVITY/API TEAM ****K,Austin Fraser,3333.33,Permanent,Information Technology,13/01/2013 15:00,The City,,15/10/2012 15:00
TIBCO ActiveMatrix BPM EXPERT,Berry Technical,3571.58,Permanent,Information Technology,17/06/2013 15:00,UK,,19/03/2013 15:00
JD Edwards (JDE) Finance Analyst,Catch Resource Management,4375,Permanent,Information Technology,29/04/2012 15:00,South East England,,30/01/2012 15:00
London Software Test Team Lead  QA Automation QTP  ********k,Platform Recruitment,3958.33,Permanent,Information Technology,15/03/2013 0:00,London,,15/12/2012 0:00
Web Systems Administrator,Pytec IT Recruitment,2250,Permanent,Information Technology,8/11/2012 15:00,UK,,9/09/2012 15:00
Product Manager / Specialist (LFP,Candidate Source,5000,Permanent,Information Technology,13/05/2013 12:00,North London,,12/02/2013 12:00
Windows Support Engineer x****,CBSbutler,6500,Fixed Term Contract,Information Technology,27/02/2013 15:00,Cheltenham,,29/12/2012 15:00
"Systems, Planning Asset Manager",Carrington West,2833.33,Permanent,Information Technology,21/06/2013 0:00,Cambridgeshire,,22/05/2013 0:00
"1st / 2nd Line Support  Windows XP / 7, Microsoft Office, AD",Senitor Associates,2000,Fixed Term Contract,Information Technology,12/06/2013 0:00,Leeds,,29/05/2013 0:00
Telemarketing Exective (IT),Focus Resourcing,1458.33,Permanent,Information Technology,10/02/2014 12:00,Reading,,12/12/2013 12:00
"IT Helpdesk Technician Sale, Greater Manchester",Greywood Associates Ltd,708.33,Permanent,Information Technology,19/08/2013 15:00,UK,,20/07/2013 15:00
Java Programmer/ Developer,CBSbutler,4000,Fixed Term Contract,Information Technology,3/05/2013 15:00,The City,,3/04/2013 15:00
Identity Acesss Management Engineer,Advantage Technical Resourcing,3208.33,Permanent,Information Technology,6/09/2013 15:00,Oxford,,7/08/2013 15:00
IT Solution Designer,Hyphen,5500,Fixed Term Contract,Information Technology,21/08/2013 0:00,Poole,,22/06/2013 0:00
Graduate IT Software Developer (C/ASPNET),IS RECRUITMENT,1708.33,Permanent,Information Technology,12/11/2013 0:00,Cheshire,,14/08/2013 0:00
"Web Developer  VBNet, ASPNet, SQL, Development, Java, HTML",V3 Group,2375,Permanent,Information Technology,2/04/2012 12:00,Fareham,,3/01/2012 12:00
NHS  SystmOne Trainer  East Anglia,Vivid Resourcing Ltd,4400,Fixed Term Contract,Information Technology,4/11/2012 15:00,Colchester,,21/10/2012 15:00
Web Architect/ Internet Platform Architect Manchester,Amoria Bond,4375,Permanent,Information Technology,11/03/2013 15:00,Manchester,,10/01/2013 15:00
"Senior Dynamics AX Solution Architect, Norway, ****k****k NOK",Nigel Frank International,5811.5,Permanent,Information Technology,23/01/2013 0:00,UK,,24/11/2012 0:00
PHP Developer / LAMP Developer  Web and Cloud Computing (Programmer,Arc IT Recruitment,2500,Permanent,Information Technology,2/11/2013 15:00,Brighton,,3/09/2013 15:00
Virtualisation Consultant,Consult Solutions,3125,Permanent,Information Technology,30/04/2013 0:00,West Midlands,,30/01/2013 0:00
"Business Analyst, SharePoint, Dynamics CRM",Matchtech Group Plc,4010,Fixed Term Contract,Information Technology,18/05/2013 0:00,UK,,18/04/2013 0:00
"Technical PreSales Consultant, Milton Keynes, ****",Axis Associate Consultants IT,4583.33,Permanent,Information Technology,12/01/2013 15:00,UK,,13/11/2012 15:00
Business Operations Support Administrator,Office Angels,1920,Fixed Term Contract,Information Technology,2/09/2013 15:00,UK,,3/08/2013 15:00
Intranet/Extranet Development Support,Wise Employment,1500,Permanent,Information Technology,2/11/2012 0:00,UK,,3/10/2012 0:00
Data Analyst  VBA/SQL,Adept,2373.58,Permanent,Information Technology,14/09/2013 12:00,Castleford,,16/06/2013 12:00
ServiceNow / ITSM Technical Specialist,eSift Ltd,3750,Permanent,Information Technology,5/05/2012 12:00,Gatwick,,6/03/2012 12:00
Systems Developer  (NET)  Cambridge,Mployability Limited,2708.33,Permanent,Information Technology,20/05/2013 0:00,Cambridge,,20/04/2013 0:00
Lead RoR Developer,Recruitment Agenda Ltd,2916.67,Permanent,Information Technology,15/06/2012 12:00,London,,16/05/2012 12:00
Project Manager/Systems Consultant,Catch Resource Management,3750,Permanent,Information Technology,6/05/2013 12:00,London,,6/04/2013 12:00
Experienced Software Engineer,Premiere People,2708.33,Permanent,Information Technology,5/12/2013 15:00,Birmingham,,5/11/2013 15:00
Software Project Manager  East Midlands,Cordius,4375,Permanent,Information Technology,16/12/2013 12:00,Leicestershire,,16/11/2013 12:00
Graduate Systems Administrator  North London  Software house,Review,2291.67,Permanent,Information Technology,26/02/2014 12:00,London,,28/12/2013 12:00
"Project Manager, Web Design, Digital Agency, Agile, Prince****",Optima Connections,3958.33,Permanent,Information Technology,28/01/2014 12:00,South West London,,30/10/2013 12:00
"IT Systems Administrator  Ripley, Derbyshire",Cordius,1979.17,Permanent,Information Technology,25/08/2013 15:00,Derbyshire,,27/05/2013 15:00
Test Analyst / Agile / Net / Contract / London / ********,Real,7250,Fixed Term Contract,Information Technology,8/09/2013 12:00,The City,,10/07/2013 12:00
"SharePoint Developer, Leeds, ****k, MS Gold Partner",Nigel Frank International,4375,Permanent,Information Technology,27/12/2012 0:00,Leeds,,27/11/2012 0:00
C Applications Developer,Syntax Consultancy Ltd,2916.67,Permanent,Information Technology,8/01/2014 0:00,East Midlands,,9/11/2013 0:00
ODCDW****,Owen Daniels Consultancy,2083.33,Permanent,Information Technology,15/01/2013 12:00,South West London,,17/10/2012 12:00
Systems Administrator  Networking Cloud  Berlin / London,Bridge Noble,5208.33,Permanent,Information Technology,24/01/2014 15:00,UK,,26/10/2013 15:00
Finance Business Analyst  B****C/Utilities,Capita Resourcing,5500,Fixed Term Contract,Information Technology,22/06/2012 15:00,Crawley,,8/06/2012 15:00
Project Manager  Wealth Management,Pearson Whiffin Affinity,5208.33,Permanent,Information Technology,20/02/2013 12:00,The City,,22/12/2012 12:00
Microsoft Server Administrator,Morson International,4990,Fixed Term Contract,Information Technology,1/10/2013 15:00,Doncaster,,17/09/2013 15:00
Desktop Technician  Oxford  6 Months,Austin Fraser,2800,Fixed Term Contract,Information Technology,26/12/2013 0:00,Oxfordshire,,12/12/2013 0:00
"PMO/QA/Release Manager  North Birmingham, West Midlands",Certes,2708.33,Permanent,Information Technology,25/09/2012 15:00,West Midlands,,27/06/2012 15:00
"Business Analyst (retail, pci, finance)",Review,5520,Fixed Term Contract,Information Technology,28/10/2013 12:00,Nottingham,,29/08/2013 12:00
Technical Author (IT)  Windows 7 Rollout  Frankfurt,Morson International,7200,Fixed Term Contract,Information Technology,22/05/2012 0:00,UK,,23/03/2012 0:00
"3rd Line Systems Admin  Farnham  Windows, Cisco  ****k",Austin Fraser,2750,Permanent,Information Technology,14/12/2013 12:00,Farnham,,14/11/2013 12:00
"French Speaking Technical Support Engineer Windows XP, Vista, Window",Pytec IT Recruitment,1875,Permanent,Information Technology,2/08/2013 12:00,London,,4/05/2013 12:00
Oracle Reporting Manager,Catch Resource Management,3416.67,Permanent,Information Technology,24/09/2013 15:00,Manchester,,26/07/2013 15:00
"NAV Pre Sales Consultant, ****k****k  ****k  ****k OTE",Nigel Frank International,5625,Permanent,Information Technology,23/12/2013 0:00,Birmingham,,23/11/2013 0:00
"Sales Sales Sales, Commercial, Public Sector, IT Hardware; ****k",Bond Recruitment,2500,Permanent,Information Technology,8/12/2012 15:00,UK,,8/11/2012 15:00
"Desktop Support Engineer  2nd line support, Mac OS, Windows, Ms Excha",Xperian Recruitment Limited,2375,Permanent,Information Technology,16/06/2012 0:00,The City,,17/05/2012 0:00
Wintel Citrix Specialist,Colbern Limited,6010,Fixed Term Contract,Information Technology,30/06/2013 0:00,Blackburn,,31/05/2013 0:00
"Javascript Developer  Javascript,HTML5,CSS  London  to ****k",Ccity IT Recruitment,3750,Permanent,Information Technology,8/06/2012 15:00,South East London,,10/03/2012 15:00
Delphi Developer C C,Mane Contract Services,2708.33,Permanent,Information Technology,22/11/2013 0:00,Manchester,,24/08/2013 0:00
"Linux Systems Administrator (Sys Admin, Bash, LAMP)",Arc IT Recruitment,2291.67,Permanent,Information Technology,24/01/2013 0:00,Brighton,,25/12/2012 0:00
GRADUATE/TRAINEE PROGRAM SUPPORT CONSULTANT,hiredonline,1416.67,Permanent,Information Technology,5/10/2012 12:00,UK,,7/07/2012 12:00
Web Developer with ASPNET and C experience,Vue Selection Ltd,2625,Permanent,Information Technology,21/02/2014 12:00,Bedford,,23/12/2013 12:00
"ICT Developer / Support job, Bangor, North Wales",Supertemps,1833.33,Permanent,Information Technology,26/01/2013 0:00,Bangor,,28/10/2012 0:00
Network Intrusion Analyst,CBSbutler,3125,Permanent,Information Technology,8/01/2014 15:00,Cheltenham,,9/11/2013 15:00
Release Analyst Oracle / Java / Unix / Linux,Stairway2,3541.67,Permanent,Information Technology,29/10/2012 0:00,London,,29/09/2012 0:00
MS Dynamics CRM Developer  Worcester ****k,Ambis resourcing Partnership,3333.33,Permanent,Information Technology,7/05/2012 12:00,UK,,8/03/2012 12:00
"AX Systems Analyst, ****k, End User, Cardiff",Nigel Frank International,3333.33,Permanent,Information Technology,24/03/2014 12:00,Cardiff,,24/12/2013 12:00
"SharePoint Developer  SharePoint 2010, MCPD ****",Pearson Whiffin Affinity,5125,Permanent,Information Technology,28/12/2013 0:00,The City,,29/10/2013 0:00
Net Developers  several levels through to Senior / Principal,Lorien Resourcing,2916.67,Permanent,Information Technology,8/05/2012 0:00,Leeds,,8/04/2012 0:00
SAS Consultant  London  **** / ****k,Lawrence Harvey,4583.33,Permanent,Information Technology,7/03/2012 15:00,South East London,,6/02/2012 15:00
"Technical Account Manager  MSP, Managed Print",Senitor Associates,2416.67,Permanent,Information Technology,7/02/2014 0:00,Leatherhead,,9/12/2013 0:00
SAP Engagement/Project Manager,SK Consultancy Solutions,6666.67,Permanent,Information Technology,21/07/2012 12:00,UK,,22/04/2012 12:00
Software Developer / Net Developer / Software Engineer,RBW Consulting,2750,Permanent,Information Technology,27/04/2013 0:00,Aberdeen,,27/01/2013 0:00
Messaging Specialist Scheduling ETL / Java / JMS / Linux / J****EE,LEXSTRA,3750,Permanent,Information Technology,31/10/2013 0:00,London,,1/09/2013 0:00
SAP HR / SFSuccess Factors Senior Consultant,SK Consultancy Solutions,5833.33,Permanent,Information Technology,26/08/2012 15:00,UK,,27/07/2012 15:00
SAP HR / SFSuccess Factors Managing/Principal Consultant,SK Consultancy Solutions,7500,Permanent,Information Technology,5/08/2012 15:00,UK,,7/05/2012 15:00
OpenText Livelink Consultant  Total Package of up to ****K,SK Consultancy Solutions,5416.67,Permanent,Information Technology,10/11/2013 15:00,South East London,,12/08/2013 15:00
Junior Cisco Engineer Gold Partner,Jam Recruitment Ltd,1708.33,Permanent,Information Technology,12/08/2012 12:00,UK,,13/07/2012 12:00
Cisco Wireless Engineer Homebased,Jam Recruitment Ltd,3958.33,Permanent,Information Technology,28/03/2012 0:00,London,,28/01/2012 0:00
Senior Credit Risk Analyst (Secured Account Management),Harnham Search & Selection,2833.33,Permanent,Information Technology,26/02/2014 0:00,South West London,,28/11/2013 0:00
Snr CNET Developer / Team Leader (ASPNET / VBNET) Surrey,KV Recruitment,3166.67,Permanent,Information Technology,29/01/2014 0:00,Woking,,30/11/2013 0:00
Sharepoint Consltant (Total Package up to ****K),SK Consultancy Solutions,5208.33,Permanent,Information Technology,24/08/2013 0:00,South East London,,26/05/2013 0:00
Senior Java Expert  Gaming,Aston Carter,5625,Permanent,Information Technology,28/01/2013 12:00,London,,30/10/2012 12:00
Games Logic Server Programmer / Developer (C++),Conex Europe Ltd,2541.67,Permanent,Information Technology,6/01/2013 15:00,UK,,7/11/2012 15:00
NET Developer  Financial Services  Towcester,Dawson & Walsh,2916.67,Permanent,Information Technology,8/04/2012 12:00,Towcester,,8/02/2012 12:00
NET Developer  World Class Entertainment Company  Corby,Dawson & Walsh,3333.33,Permanent,Information Technology,22/03/2012 0:00,Corby,,22/01/2012 0:00
Junior C Net Developer  London  Market Leader ****,GHA Recruitment,1875,Permanent,Information Technology,25/10/2013 15:00,London,,25/09/2013 15:00
NET C JavaScript SQL Server C Net Web Developers,GHA Recruitment,1875,Permanent,Information Technology,11/05/2013 15:00,East Sheen,,11/04/2013 15:00
System Tester  Capita One,Capita Resourcing – Jobs at Capita,2458.33,Permanent,Information Technology,31/08/2012 0:00,UK,,2/07/2012 0:00
"C MVC Developer  C, ASPNET MVC, TDD,BDD, Agile",E synergy Solutions,7500,Fixed Term Contract,Information Technology,2/05/2013 0:00,London,,18/04/2013 0:00
Data Account Manager  Direct Marketing Agency,Harnham Search & Selection,3208.33,Permanent,Information Technology,25/07/2013 12:00,South East London,,26/05/2013 12:00
Business Analyst with PM experience 6 Mth Fixed Term Contract,Greythorn,3958.33,Fixed Term Contract,Information Technology,22/11/2012 15:00,London,,8/11/2012 15:00
Senior Internal Auditor  Global Insurance Company,Austin Andrew Ltd,5833.33,Permanent,Finance and Accounting,17/07/2012 15:00,London,,17/06/2012 15:00
Policy Director (Financial Services),MICHAEL PAGE POLICY,5625,Permanent,Finance and Accounting,28/03/2013 12:00,London,FULL TIME,27/01/2013 12:00
Group Director of Finance,AVENUES TRUST,6250,Permanent,Finance and Accounting,27/12/2013 15:00,Kent,FULL TIME,27/11/2013 15:00
Marketing Manager/Retail/Global,Salt,4583.33,Permanent,Sales,10/10/2013 15:00,Central London,FULL TIME,11/08/2013 15:00
"Trainee Mobile App Developers &**** iOS, Android",CoolFMjobs,2083.33,Permanent,Information Technology,14/01/2013 15:00,Belfast,FULL TIME,15/11/2012 15:00
C/C++/JAVA Senior Software Engineers &**** Indus,CoolFMjobs,3333.33,Permanent,Information Technology,23/05/2013 0:00,Belfast,FULL TIME,24/03/2013 0:00
Senior Oracle Consultant,Abacus Professional Recruitment,6458.33,Permanent,Finance and Accounting,3/06/2013 12:00,Northern Ireland,FULL TIME,5/03/2013 12:00
Lecturer In Computing  Software Engineering,SERC,2083.33,Permanent,Teaching,1/09/2012 0:00,Bangor,FULL TIME,3/07/2012 0:00
LTSB Mortgage & Protection Adviser,LLOYDS BANKING GROUP,2083.33,,Finance and Accounting,15/04/2013 12:00,Derby,FULL TIME,14/02/2013 12:00
SIPP SSAS Pensions Administrator,Profile Search and Selection Ltd,1666.67,,Finance and Accounting,21/08/2012 12:00,Bolton,FULL TIME,22/07/2012 12:00
Finance Accounting Clerk,,1312.5,,Finance and Accounting,4/05/2013 15:00,Wolverhampton,FULL TIME,4/04/2013 15:00
Estate Assistant,Guinness Northern Counties,1444.17,,Finance and Accounting,11/06/2012 12:00,Woking,FULL TIME,13/03/2012 12:00
Data Analysis Executive / Data Analyst  (Times Tech Track ****),,1833.33,,Finance and Accounting,6/09/2013 0:00,Camden,FULL TIME,8/06/2013 0:00
Trainee Financial Planning Administrator,APOGEE FINANCIAL PLANNING LTD,1195.83,,Finance and Accounting,14/10/2012 12:00,Bolton,FULL TIME,14/09/2012 12:00
